#Entry,Positiv,Negativ,Strong,Weak
A,,,,
BEAUTY,Positiv,,,
BEAVER,,,,
BECAME,,,,
BECAUSE#1,,,,
BECAUSE#2,,,,
BECKON,,,,
BECOME,,,,
BED#1,,,,
BED#2,,,,
BED#3,,,,
BED#4,,,,
BEDROOM,,,,
BEEF,,,,
BEEN#1,,,,
BEEN#2,,,,
BEEN#3,,,,
BEEP,,,,
BEER,,,,
BEFIT,Positiv,,,
BEFITTING,Positiv,,,
BEFORE,,,,
BEFRIEND,Positiv,,,
BEG,,Negativ,,Weak
BEGAN,,,,
BEGGAR,,Negativ,,Weak
BEGIN#1,,,,
BEGIN#2,,,,
BEGINNER,,,,
BEGUN,,,,
BEHALF,Positiv,,,
BEHAVE,,,,
BEHAVIOR,,,,
BEHAVIOUR#1,,,,
BEHEAD,,Negativ,,
BEHIND,,,,
BEING#1,,,,
BEING#2,,,,
BEING#3,,,,
BELATED,,Negativ,,
BELGIAN,,,,
BELGIUM,,,,
BELIE,,Negativ,,
BELIEF,,,,
BELIEVE#1,,,,
BELIEVE#2,,,,
BELIEVE#3,,,,
BELIEVER,,,,
BELITTLE,,Negativ,,
BELLIGERENT,,Negativ,,
BELLY,,,,
BELONG#1,,,,Weak
BELONG#2,,,,
BELOVED,Positiv,,,
BELOW,,,,
BELT#1,,,,
BELT#2,,Negativ,Strong,
BEND#1,,,,
BEND#2,,,,Weak
BENEATH,,,,
BENEFACTOR,Positiv,,,
BENEFICENT,Positiv,,,
BENEFICIAL,Positiv,,,
BENEFICIARY,Positiv,,,
BENEFIT#1,Positiv,,,
BENEFIT#2,Positiv,,Strong,
BENEFIT#3,Positiv,,Strong,
BENEVOLENCE,Positiv,,,
BENEVOLENT,Positiv,,,
BENIGN,Positiv,,,
BENT,,,,Weak
BEQUEATH,Positiv,,,
BERATE,,,,
BEREAVE,,Negativ,,
BEREAVEMENT,,Negativ,,Weak
BEREFT,,Negativ,,Weak
BERLIN,,,,
BERSERK,,Negativ,,
BESEECH,,Negativ,,Weak
BESET,,Negativ,,
BESIDE#1,,,,
BESIDE#2,,,,
BESIDE#3,,,,
BESIEGE,,Negativ,,
BEST,Positiv,,,
BESTOW,Positiv,,Strong,
BET#1,,,,
BET#2,,,,
BETRAY,,Negativ,,
BETRAYAL,,Negativ,,
BETROTH,Positiv,,,
BETROTHAL,Positiv,,,
BETTER#1,Positiv,,,
BETTER#2,Positiv,,,
BETTER#3,,,,
BETTERMENT,,,,
BETWEEN,,,,
BEWARE,,Negativ,Strong,
BEWILDER,,Negativ,,
BEWILDERMENT,,Negativ,,
BEYOND,,,,
BIBLE,,,,
BIBLICAL,,,,
BICEP,,,,
BID#1,,,,
BID#2,,,,
BIG,,,Strong,
BIGOTRY,,,,
BILATERAL,,,,
BILL#1,,,,
BILL#2,,,,
BILLION,,,,
BIN,,,,
BIOGRAPHY,,,,
BIOLOGICAL,,,,
BIRD,,,,
BIRTH#1,,,,
BIRTH#2,,,,
BIRTHDAY,,,,
BIRTHPLACE,,,,
BISHOP,,,,
BIT#1,,,,Weak
BIT#2,,Negativ,,
BITCHY,,Negativ,,
BITE#1,,Negativ,,
BITE#2,,Negativ,,
BITE#3,,Negativ,,
BITTEN#1,,,,
BITTER,,Negativ,,
BITTERNESS,,Negativ,,
BITUMINOUS,,,,
BIZARRE,,Negativ,,
BLACK#1,,,,
BLACK#2,,,,
BLACK#3,,,,
BLACK#4,,,,
BLACKMAIL,,Negativ,,
BLADE,,,,
BLAH,,Negativ,,
BLAME#1,,Negativ,,
BLAME#2,,Negativ,,
BLAMELESS,Positiv,,,
BLAND,,Negativ,,Weak
BLANKET,,,,
BLAST#1,,Negativ,Strong,
BLAST#2,,Negativ,Strong,
BLATANT,,Negativ,Strong,
BLEAK,,Negativ,,
BLEED#1,,,,Weak
BLEED#2,,,,Weak
BLEMISH,,Negativ,,Weak
BLESS#1,Positiv,,,
BLESS#2,Positiv,,,
BLESS#3,Positiv,,,
BLIND#1,,Negativ,,Weak
BLIND#2,,Negativ,,
BLIND#3,,Negativ,,Weak
BLIND#4,,Negativ,Strong,
BLIND#5,,,,
BLINDNESS,,Negativ,,Weak
BLINK#1,,,,
BLINK#2,,,,
BLISS,Positiv,,,
BLISSFUL,Positiv,,,
BLITHE,Positiv,,,
BLIZZARD,,,,
BLOC,,,Strong,
BLOCK#1,,Negativ,Strong,
BLOCK#2,,Negativ,Strong,
BLOCKADE,,,Strong,
BLOCKHEAD,,Negativ,,Weak
BLOOD,,,,
BLOODSHED,,Negativ,,Weak
BLOODTHIRSTY,,Negativ,Strong,
BLOODY,,Negativ,,
BLOOM,Positiv,,,
BLOSSOM,Positiv,,,
BLOW#1,,Negativ,Strong,
BLOW#2,,,Strong,
BLOW#3,,Negativ,Strong,
BLOWER,,,,
BLOWN#1,,,,
BLUE#1,,,,
BLUE#2,,,,
BLUE#3,,,,
BLUE#4,,,,
BLUNDER,,Negativ,,Weak
BLUNT,,Negativ,Strong,
BLUR,,Negativ,,Weak
BLURT,,Negativ,,
BOARD#1,,,,
BOARD#2,,,,
BOARD#3,,,,
BOARD#4,,,,
BOARD#5,,,,
BOARD#6,,,,
BOARD#7,,Negativ,,
BOARD#8,Positiv,,,
BOARD#9,,,,
BOARD#_10,,,,
BOARDER,,,,
BOAST,,Negativ,,
BOASTFUL,,Negativ,,
BOAT,,,,
BOATSWAIN,,,,
BODY#1,,,,
BODY#2,,,,
BODY#3,,,,
BODY#4,,,Strong,
BODY#5,,,,
BOGUS,,Negativ,,
BOIL#1,,,,
BOIL#2,,,,
BOISTEROUS,,Negativ,Strong,
BOLD,,,Strong,
BOLDNESS,Positiv,,Strong,
BOLIVIA,,,,
BOLSTER,Positiv,,Strong,
BOLT,,Negativ,,
BOMB#1,,Negativ,Strong,
BOMB#2,,Negativ,Strong,
BOMBARD,,Negativ,,
BOMBARDMENT,,Negativ,,
BOND,,,Strong,
BONDAGE,,Negativ,,Weak
BONE,,,,
BONNY,Positiv,,,
BONUS,Positiv,,,
BOOK,,,,
BOOKKEEPING,,,,
BOOM,Positiv,,Strong,
BOOST#1,Positiv,,Strong,
BOOST#2,Positiv,,Strong,
BOOT,,Negativ,,
BORDER#1,,,,
BORDER#2,,,,
BORE#1,,Negativ,,
BORE#2,,,,
BORE#3,,,Strong,
BORE#4,,,,
BORE#5,,Negativ,,
BORE#6,,Negativ,,
BOREDOM,,Negativ,,
BORN,,,,
BORNE,,,,
BORROW#1,,,,
BORROW#2,,,,Weak
BOSOM,,,,
BOSS,,,Strong,
BOSTON,,,,
BOTH#1,,,,
BOTH#2,,,,
BOTH#3,,,,
BOTHER#1,,Negativ,,
BOTHER#2,,,,
BOTHER#3,,Negativ,,
BOTHERSOME,,Negativ,,
BOTTLE,,,,
BOTTOM,,,,
BOUGHT,,,,
BOULDER,,,,
BOULEVARD,,,,
BOUNCE,,,,
BOUND#1,,,,
BOUND#2,,,Strong,
BOUND#3,,Negativ,,Weak
BOUND#4,,,,
BOUND#5,,,,
BOUNDARY,,,,
BOUNDLESS,Positiv,,Strong,
BOUNTIFUL,Positiv,,Strong,
BOUNTY,,,,
BOURGEOIS,,,,
BOURGEOISIE,,,,
BOUT,,Negativ,,
BOW#1,,,,
BOW#2,,,,Weak
BOW#3,,,,Weak
BOWER,,,,
BOWL#1,,,,
BOWL#2,,,,
BOX#1,,,,
BOX#2,,Negativ,Strong,
BOX#3,,,,
BOX#4,,,Strong,
BOXER,,,Strong,
BOY,,,,
BOYCOTT#1,,,,
BOYCOTT#2,,,,
BRACE#1,,,Strong,
BRACE#2,,,Strong,
BRAG,,Negativ,,
BRAIN,,,,
BRAINY,Positiv,,,
BRAKE,,,,
BRANCH#1,,,,
BRANCH#2,,,,
BRANCH#3,,,,
BRAND#1,,,,
BRAND#2,,,,
BRANDISH,,Negativ,Strong,
BRANDY,,,,
BRASS,,,,
BRAT,,Negativ,,
BRAVADO,,Negativ,Strong,
BRAVE,Positiv,,Strong,
BRAVERY,Positiv,,Strong,
BRAWL,,Negativ,,
BRAZEN,,Negativ,Strong,
BRAZIL,,,,
BREACH,,Negativ,Strong,
BREAD,,,,
BREADWINNER,Positiv,,,
BREAK#1,,Negativ,Strong,
BREAK#2,,,,
BREAK#3,,,,
BREAK#4,,Negativ,,
BREAK#5,,Negativ,,Weak
BREAKDOWN,,Negativ,,Weak
BREAKER,,,,
BREAKFAST,,,,
BREAST,,,,
BREATH#1,,,,
BREATH#2,,,,
BREATHLESS,,,,
BREED#1,,,,
BREED#2,,,,
BREEZE,,,,
BRIBE,,Negativ,,
BRIDE,,,,
BRIDGE#1,,,,
BRIDGE#2,,,,
BRIDGE#3,,,Strong,
BRIEF,,,,
BRIGHT,Positiv,,,
BRIGHTNESS,Positiv,,,
BRILLIANCE,Positiv,,,
BRILLIANT,Positiv,,,
BRING#1,,,,
BRING#2,,,,
BRING#3,,,,
BRING#4,,,,
BRING#5,,,,
BRING#6,,,,
BRING#7,,,,
BRISTLE,,Negativ,,
BRITAIN,,,,
BRITISH,,,,
BRITTLE,,Negativ,,Weak
BROAD,,,Strong,
BROADCAST#1,,,,
BROADCAST#2,,,,
BROADEN,,,Strong,
BROADNESS,,,Strong,
BROKE#1,,,Strong,
BROKE#2,,,,
BROKE#3,,Negativ,,
BROKE#4,,,,
BROKE#5,,Negativ,,
BROKE#6,,Negativ,,
BROKE#7,,Negativ,,Weak
BROKEN#1,,,,
BROKEN-HEARTED,,Negativ,,Weak
BROKER,,,,
BRONZE,,,,
BROOD,,Negativ,,
BROTHER,,,,
BROTHERHOOD,Positiv,,Strong,
BROTHERLY,Positiv,,,
BROUGHT#1,,,,
BROWN,,,,
BRUISE,,Negativ,,
BRUSH#1,,,,
BRUSH#2,,,,
BRUSQUE,,Negativ,,
BRUTAL,,,,
BRUTALITY,,Negativ,Strong,
BRUTE,,Negativ,,
BRUTISH,,Negativ,,
BUBBLE#1,,,,
BUBBLE#2,,,,
BUCKLE,,Negativ,,Weak
BUDDY,,,,
BUDGET,,,,
BUDGETARY,,,,
BUFFALO,,,,
BUG#1,,,,
BUG#2,,Negativ,,
BUILD#1,,,,
BUILD#2,,,,
BUILD#3,,,Strong,
BUILD#4,,,Strong,
BUILD#5,,,,
BUILDER,,,,
BUILT#1,,,,
BULGARIA,,,,
BULK,,,Strong,
BULL,,,,
BULLET,,Negativ,Strong,
BULLETIN,,,,
BUM,,Negativ,,Weak
BUNCH,,,,
BUNDLE,,,,
BUNGLE,,Negativ,,Weak
BUNK,,,,
BUOYANT,Positiv,,Strong,
BURDEN#1,,Negativ,,Weak
BURDEN#2,,Negativ,,Weak
BURDENSOME,,Negativ,,
BUREAU,,,,
BUREAUCRACY,,,,
BUREAUCRATIC,,,,
BURGLAR,,Negativ,,
BURGLARY,,Negativ,,
BURIAL,,,,
BURMA,,,,
BURMESE,,,,
BURN#1,,Negativ,,
BURN#2,,Negativ,,
BURN#3,,Negativ,,
BURN#4,,Negativ,,
BURNT#1,,,,
BURST#1,,,Strong,
BURST#2,,,Strong,
BURUNDI,,,,
BURY,,Negativ,,
BUS,,,,
BUSH,,,,
BUSINESS#1,,,,
BUSINESS#2,,,,
BUSINESS#3,,,,
BUSINESSMAN,,,,
BUSINESSMEN,,,,
BUSY,,,Strong,
BUSYBODY,,Negativ,,
BUT,,,,
BUTCHER,,,,
BUTCHERY,,Negativ,Strong,
BUTTER,,,,
BUY#1,,,,
BUY#2,Positiv,,,
BUZZARD,,,,
BY,,,,
CABIN,,,,
CABINET,,,,
CADILLAC,,,,
CAFE,,,,
CAGE,,,,
CAKE,,,,
CALAMITY,,Negativ,,
CALCIUM,,,,
CALCULATE#1,,,,
CALCULATE#2,,,,
CALCULATION,,,,
CALENDAR,,,,
CALIFORNIA,,,,
CALL#1,,,,
CALL#2,,,,
CALL#3,,,,
CALL#4,Positiv,,,
CALL#5,,,,
CALLER,,,,
CALLOUS,,Negativ,,
CALM#1,Positiv,,,
CALM#2,Positiv,,,
CALM#3,Positiv,,,
CALMNESS,Positiv,,,
CAMBODIA,,,,
CAME#1,,,,
CAMEL,,,,
CAMERA,,,,
CAMEROON,,,,
CAMEROUN,,,,
CAMP#1,,,,
CAMP#2,,,,
CAMP#3,,,,
CAMP#4,,,,
CAMPAIGN#1,,,,
CAMPAIGN#2,,,,
CAMPAIGNER,,,,
CAMPUS,,,,
CAN,,,Strong,
CAN'T,,,,Weak
CANADA,,,,
CANCEL,,Negativ,,
CANCELLATION,,Negativ,,
CANCER,,Negativ,,
CANDID,Positiv,,Strong,
CANDIDATE,,,,
CANDLE,,,,
CANDOR,Positiv,,Strong,
CANDY,,,,
CANNERY,,,,
CANNIBAL,,Negativ,,
CANNON,,Negativ,Strong,
CANNOT,,,,Weak
CANOE,,,,
CANVAS#1,,,,
CANVAS#2,,,,
CANYON,,,,
CAP,,,,
CAPABILITY,Positiv,,Strong,
CAPABLE,Positiv,,Strong,
CAPACITY#1,,,Strong,
CAPACITY#2,,,,
CAPITAL#1,,,Strong,
CAPITAL#2,,Negativ,,
CAPITAL#3,,,,
CAPITAL#4,,,,
CAPITALISM,,,,
CAPITALIZE,Positiv,,Strong,
CAPITOL,,,,
CAPITULATE,,Negativ,,Weak
CAPRICIOUS,,Negativ,,
CAPSIZE,,Negativ,,
CAPTAIN,,,Strong,
CAPTIVATION,Positiv,,,
CAPTIVE,,Negativ,,Weak
CAPTURE#1,,Negativ,,
CAPTURE#2,,Negativ,Strong,
CAR,,,,
CARD,,,,
CARDINAL,,,,
CARE#1,Positiv,,,
CARE#2,Positiv,,,
CARE#3,,,,
CAREEN,,Negativ,,Weak
CAREER,,,,
CAREFREE,Positiv,,,
CAREFUL,Positiv,,,
CARELESS,,Negativ,,
CARELESSNESS,,Negativ,,
CARESS#1,Positiv,,,
CARESS#2,Positiv,,,
CAROLINA,,,,
CARPENTER,,,,
CARRIAGE,,,,
CARRIER,,,,
CARRY#1,,,Strong,
CARRY#2,,,Strong,
CARRY#3,,,,
CARRY#4,,,,
CARRY#5,,,,
CARTEL,,,,
CASE#1,,,,
CASE#2,,,,
CASE#3,,,,
CASE#4,,,,
CASEWORK,,,,
CASH#1,,,,
CASH#2,,,,
CAST#1,,,,
CAST#2,,,Strong,
CAST#3,,,Strong,
CAST#4,,,,
CASTLE,,,,
CASTRATE,,,,
CASUAL,Positiv,,,
CASUALTY,,Negativ,,
CAT,,,,
CATACLYSM,,Negativ,,
CATASTROPHE,,Negativ,,
CATCH#1,,,Strong,
CATCH#2,,,,
CATCH#3,,Negativ,,
CATCH#4,,,Strong,
CATCHER,,,,
CATEGORY,,,,
CATHEDRAL,,,,
CATHOLIC,,,,
CATTLE,,,,
CAUGHT#1,,,Strong,
CAUGHT#2,,,Strong,
CAUSAL,,,Strong,
CAUSE#1,,,Strong,
CAUSE#2,,,,
CAUSE#3,,,Strong,
CAUSE#4,,,,
CAUTION#1,,,,
CAUTION#2,,,,
CAUTIOUS,,,,
CAVALRY,,,Strong,
CAVE#1,,,,
CAVE#2,,Negativ,,Weak
CEASE,,,,Weak
CEASELESS,Positiv,,,
CEILING,,,,
CELEBRATE,Positiv,,,
CELEBRATION,Positiv,,,
CELEBRITY,Positiv,,,
CELL,,,,
CELLAR,,,,
CEMENT#1,,,Strong,
CEMENT#2,,,Strong,
CENSOR,,Negativ,,
CENSORSHIP,,Negativ,,
CENSURE,,Negativ,,
CENSUS,,,,
CENT,,,,
CENTER#1,,,Strong,
CENTER#2,,,Strong,
CENTIMETER,,,,
CENTIMETRE#1,,,,
CENTRAL,,,Strong,
CENTRAL-AMERICA,,,,
CENTRE#1,,,,
CENTURY,,,,
CEREAL,,,,
CEREMONIAL,Positiv,,,
CEREMONY,,,,
CERTAIN#1,,,Strong,
CERTAIN#2,,,Strong,
CERTAIN#3,,,Strong,
CERTAIN#4,,,Strong,
CERTAINTY,,,Strong,
CERTIFICATE,,,,
CERTIFICATION,,,,
CERTIFY,,,,
CESSATION,,,,
CEYLON,,,,
CHAD,,,,
CHAFE,,Negativ,,
CHAIN#1,,,,
CHAIN#2,,,,
CHAIR,,,,
CHAIRMAN,,,Strong,
CHAIRMEN,,,Strong,
CHALLENGE#1,,Negativ,Strong,
CHALLENGE#2,,Negativ,Strong,
CHALLENGE#3,,,,
CHAMBER,,,,
CHAMP,Positiv,,Strong,
CHAMPION,Positiv,,Strong,
CHAMPIONSHIP,Positiv,,Strong,
CHANCE#1,,,,
CHANCE#2,,,,
CHANCE#3,,,,
CHANCE#4,,,,
CHANCE#5,,,,
CHANCELLOR,,,Strong,
CHANGE#1,,,,
CHANGE#2,,,,
CHANGE#3,,,,
CHANGE#4,,,,
CHANGEABLE,,,,
CHANNEL#1,,,,
CHANNEL#2,,,,
CHAOS,,Negativ,,
CHAOTIC,,Negativ,,
CHAPEL,,,,
CHAPTER,,,,
CHARACTER#1,,,,
CHARACTER#2,,,,
CHARACTER#3,,,,
CHARACTERISE#1,,,,
CHARACTERISTIC,,,,
CHARACTERIZE,,,,
CHARGE#1,,,Strong,
CHARGE#2,,Negativ,,
CHARGE#3,,Negativ,Strong,
CHARGE#4,,,,
CHARGE#5,,,,
CHARGE#6,,Negativ,Strong,
CHARGE#7,,Negativ,Strong,
CHARGE#8,,,Strong,
CHARGE#9,,,Strong,
CHARISMA,Positiv,,Strong,
CHARITABLE,Positiv,,,
CHARITY,Positiv,,,
CHARM#1,Positiv,,,
CHARM#2,Positiv,,,
CHART#1,,,,
CHART#2,,,,
CHARTER#1,,,,
CHARTER#2,,,,
CHASE#1,,Negativ,,
CHASE#2,,Negativ,,
CHASTE,Positiv,,,
CHASTISE,,Negativ,,
CHAT#1,,,,
CHATTER#1,,,,
CHATTER#2,,,,
CHEAP,,Negativ,,Weak
CHEAPEN,,Negativ,,Weak
CHEARFUL,,,,
CHEAT#1,,,,
CHEAT#2,,,,
CHEATER,,Negativ,,
CHECK#1,,,,
CHECK#2,,,,
CHECK#3,,,,
CHECKER,,,,
CHEEK,,,,
CHEER,Positiv,,,
CHEERFUL,Positiv,,,
CHEERFULNESS,,,,
CHEERY,Positiv,,,
CHEMICAL,,,,
CHEMISTRY,,,,
CHEQUE,,,,
CHERISH#1,Positiv,,,
CHERISH#2,Positiv,,,
CHERUB,Positiv,,,
CHEST,,,,
CHIC,Positiv,,,
CHICAGO,,,,
CHICKEN,,,,
CHIDE,,Negativ,,
CHIEF#1,,,Strong,
CHIEF#2,,,Strong,
CHIEF#3,,,Strong,
CHILD,,,,
CHILDHOOD,,,,
CHILDISH,,Negativ,,
CHILDLIKE,,,,
CHILDREN,,,,
CHILE,,,,
CHILL#1,,,,
CHILL#2,,,,
CHILLY,,,,
CHIN,,,,
CHINA,,,,
CHINESE,,,,
CHIP#1,,,,
CHIP#2,,,,
CHIVALROUS,Positiv,,,
CHIVALRY,Positiv,,,
CHOICE,,,,
CHOKE#1,,Negativ,,Weak
CHOKE#2,,Negativ,,Weak
CHOOSE,,,,
CHORE,,Negativ,,
CHOSE,,,,
CHOSEN#1,,,,
CHOSEN#2,Positiv,,,
CHRIST,,,,
CHRISTENDOM,,,,
CHRISTIAN,,,,
CHRISTIANITY,,,,
CHRISTMAS,,,,
CHRONIC,,Negativ,,Weak
CHUCKLE#1,,,,
CHUCKLE#2,,,,
CHUM,Positiv,,,
CHURCH,,,,
CIGARETTE,,,,
CIRCLE#1,,,,
CIRCLE#2,,,Strong,
CIRCLE#3,,Negativ,,
CIRCULAR,,,,
CIRCULATE,,,,
CIRCULATION,,,,
CIRCUMSTANCE,,,,
CITE#1,,,,
CITE#2,,,,
CITIZEN,,,,
CITIZENSHIP,,,,
CITY,,,,
CIVIC,,,,
CIVIL#1,Positiv,,,
CIVIL#2,,,,
CIVIL#3,,,,
CIVIL#4,,,,
CIVIL#5,,,,
CIVILIAN,,,,
CIVILISATION#1,,,,
CIVILISE#1,,,,
CIVILITY,Positiv,,,
CIVILIZATION,Positiv,,,
CIVILIZE#1,Positiv,,,
CIVILIZE#2,Positiv,,,
CLAIM#1,,,,
CLAIM#2,,,,
CLAMOR,,Negativ,,
CLAMOROUS,,Negativ,,
CLANDESTINE,,,,
CLARIFICATION,,,,
CLARIFY,Positiv,,,
CLARITY,Positiv,,,
CLASH,,Negativ,,
CLASS,,,,
CLASSIC,Positiv,,,
CLASSICAL,,,,
CLASSIFICATION,,,,
CLASSIFY#1,,,,
CLASSIFY#2,,,,
CLASSROOM,,,,
CLATTER,,Negativ,,
CLAY,,,,
CLEAN#1,Positiv,,,
CLEAN#2,,,,
CLEAN#3,Positiv,,,
CLEANLINESS,Positiv,,,
CLEANSE,Positiv,,,
CLEAR#1,Positiv,,,
CLEAR#10,,,,
CLEAR#2,Positiv,,,
CLEAR#3,Positiv,,,
CLEAR#4,Positiv,,,
CLEAR#5,Positiv,,,
CLEAR#6,,,,
CLEAR#7,,,,
CLEAR#8,,,,
CLEAR#9,,,,
CLEAR#_10,,,,
CLEARANCE,,,,
CLEARNESS,Positiv,,,
CLERGYMAN,,,,
CLERK,,,,
CLEVER,Positiv,,Strong,
CLICK#1,,,,
CLICK#2,,,,
CLIENT,,,,
CLIFF,,,,
CLIMATE,,,,
CLIMAX,,,Strong,
CLIMB,,,Strong,
CLING,,,,Weak
CLINIC,,,,
CLINICAL,,,,
CLIQUE,,Negativ,,
CLOCK#1,,,,
CLOCK#2,,,,
CLOG,,Negativ,,
CLOSE#1,,,,
CLOSE#2,,Negativ,,
CLOSE#3,,,,
CLOSE#4,,,,
CLOSE#5,,,,
CLOSE#6,,,,
CLOSE#7,,Negativ,,
CLOSE#8,,,,
CLOSENESS,Positiv,,,
CLOSET,,,,
CLOTH,,,,
CLOTHE#1,,,,
CLOTHE#2,,,,
CLOTHE#3,,,,
CLOUD,,,,
CLOUT,Positiv,,Strong,
CLUB#1,,,Strong,
CLUB#2,,Negativ,Strong,
CLUB#3,,Negativ,Strong,
CLUB#4,,,,
CLUE,,,,
CLUMSY,,Negativ,,
CLUNG,,,,Weak
CLUSTER#1,,,Strong,
CLUSTER#2,,,Strong,
CLUTTER,,Negativ,,
CO,,,,
CO-OPERATION,Positiv,,,
CO-ORDINATE,,,,
CO-ORDINATION,,,,
CO.,,,,
COACH#1,,,,
COACH#2,,,,
COACHMAN,,,,
COAL,,,,
COALITION,,,Strong,
COARSE,,Negativ,,
COARSENESS,,Negativ,,
COAST#1,,,,
COAST#2,,,,
COAT#1,,,,
COAT#2,,,,
COAX,Positiv,,,
COCKINESS,,Negativ,Strong,
COCKPIT,,,,
COCKTAIL,,,,
COCKY,,Negativ,Strong,
COCOA,,,,
CODDLE,Positiv,,,
CODE#1,,,,
CODE#2,,,,
COERCE,,Negativ,,
COERCION,,Negativ,,
COERCIVE,,Negativ,,
COEXISTENCE,Positiv,,,
COFFEE,,,,
COFFIN,,,,
COGENT,Positiv,,Strong,
COGNIZANCE,Positiv,,,
COGNIZANT,Positiv,,,
COHERENT,Positiv,,Strong,
COHESION,Positiv,,Strong,
COHESIVE,,,,
COHESIVENESS,,,,
COHORT,Positiv,,,
COIN,,,,
COINCIDE,,,,
COINCIDENCE,,,,
COINCIDENT,Positiv,,,
COLD#1,,Negativ,,
COLD#2,,Negativ,,
COLD#3,,Negativ,,
COLD#4,,,,
COLD#5,,,,
COLD#6,,Negativ,,
COLLABORATE,Positiv,,,
COLLABORATION,Positiv,,Strong,
COLLAPSE#1,,Negativ,,Weak
COLLAPSE#2,,Negativ,,Weak
COLLAR#1,,,,
COLLAR#2,,,Strong,
COLLATERAL,,,,
COLLEAGUE,Positiv,,,
COLLECT#1,,,Strong,
COLLECT#2,,,,
COLLECT#3,,,,
COLLECTION,,,,
COLLECTIVE,,,Strong,
COLLECTIVISM,,,,
COLLECTIVITY,,,,
COLLEGE,,,,
COLLIDE,,Negativ,,
COLLISION,,Negativ,,
COLLUSION,,Negativ,,
COLONEL,,,Strong,
COLONIAL,,,,
COLONY,,Negativ,,
COLOR#1,,,,
COLOR#2,,,,
COLOR#3,,,,
COLOR#4,,,,
COLORADO,,,,
COLORFUL,,,,
COLOSSAL,Positiv,,,
COLUMBIA,,,,
COLUMN,,,,
COMBAT#1,,Negativ,Strong,
COMBAT#2,,Negativ,Strong,
COMBATANT,,Negativ,,
COMBINATION,,,,
COMBINE#1,,,Strong,
COMBINE#2,,,Strong,
COMBUSTION,,,Strong,
COME#1,,,,
COME#2,,,,
COME#3,,,,
COME#4,,,,
COME#5,,,,
COME#6,,,,
COME#7,,,,
COME#8,,,,
COMEBACK,Positiv,,Strong,
COMEDY,Positiv,,,
COMELY,Positiv,,,
COMER,,,,
COMESTIBLE,Positiv,,,
COMFORT#1,Positiv,,Strong,
COMFORT#2,Positiv,,Strong,
COMFORT#3,Positiv,,Strong,
COMFORTABLE,Positiv,,Strong,
COMFORTER,,,,
COMIC,Positiv,,,
COMICAL,Positiv,,,
COMMAND#1,,,Strong,
COMMAND#2,,,Strong,
COMMANDER,,,Strong,
COMMEMORATE,Positiv,,,
COMMEMORATION,Positiv,,,
COMMENCE,,,,
COMMENCEMENT,Positiv,,,
COMMEND,Positiv,,,
COMMENDABLE,Positiv,,,
COMMENDATION,Positiv,,,
COMMENSURATE,Positiv,,,
COMMENT#1,,,,
COMMENT#2,,,,
COMMERCE,,,,
COMMERCIAL,,,,
COMMISERATION,,Negativ,,
COMMISSION,Positiv,,Strong,
COMMISSIONER,,,Strong,
COMMIT#1,,Negativ,,
COMMIT#2,,,,
COMMIT#3,,,,
COMMITMENT,Positiv,,,
COMMITTEE,,,Strong,
COMMODIOUS,Positiv,,,
COMMODITY,,,,
COMMON#1,Positiv,,,
COMMON#2,,,,
COMMON#3,,,,
COMMON#4,Positiv,,,
COMMON#5,,,,
COMMON#6,,,,
COMMON#7,,,,
COMMON-MARKET,,,,
COMMONER,,Negativ,,Weak
COMMONPLACE,,Negativ,,
COMMONSENSE,Positiv,,,
COMMONWEALTH,,,,
COMMOTION,,Negativ,,
COMMUNAL,Positiv,,,
COMMUNE,Positiv,,,
COMMUNICATE#1,Positiv,,,
COMMUNICATE#2,Positiv,,,
COMMUNICATION,,,,
COMMUNICATIVE,Positiv,,,
COMMUNION,Positiv,,,
COMMUNIQUE,,,,
COMMUNISM,,,,
COMMUNIST,,,,
COMMUNITY,Positiv,,Strong,
COMMUTER,,,,
COMPANION,Positiv,,,
COMPANIONSHIP,Positiv,,,
COMPANY#1,,,Strong,
COMPANY#2,Positiv,,,
COMPARABLE,,,,
COMPARATIVE,,,,
COMPARATIVELY,,,,
COMPARE,,,,
COMPARISON,,,,
COMPARTMENT,,,,
COMPASS,,,,
COMPASSION,Positiv,,,
COMPASSIONATE,Positiv,,,
COMPATIBLE,Positiv,,,
COMPATRIOT,,,,
COMPEL#1,,Negativ,Strong,
COMPEL#2,,Negativ,Strong,
COMPENSATE,Positiv,,Strong,
COMPENSATION,Positiv,,,
COMPETE,,Negativ,Strong,
COMPETENCE,Positiv,,Strong,
COMPETENCY,Positiv,,Strong,
COMPETENT,Positiv,,Strong,
COMPETITION,,Negativ,,
COMPETITIVE,,Negativ,,
COMPETITOR,,Negativ,,
COMPILE,,,,
COMPLAIN,,Negativ,,
COMPLAINT,,Negativ,,
COMPLEMENT#1,Positiv,,,
COMPLEMENT#2,Positiv,,,
COMPLEMENTARY,Positiv,,,
COMPLETE#1,Positiv,,Strong,
COMPLETE#2,Positiv,,Strong,
COMPLETE#3,,,,
COMPLETE#4,,,Strong,
COMPLETENESS,Positiv,,,
COMPLETION,Positiv,,,
COMPLEX,,Negativ,,
COMPLEXITY,,Negativ,,
COMPLIANCE,Positiv,,,
COMPLICATE#1,,Negativ,,
COMPLICATE#2,,Negativ,,
COMPLICATION,,Negativ,,
COMPLICITY,,Negativ,,
